Index,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Time Took For Restoration (hrs),Demand Loss (MW),Number of Customers Affected,State,County,NERC_Region,Event_Type,Alert_Criteria
304,February,2021-02-14,20:00:00,02/18/2021,09:28:00,13.466666666666665,3000,,South Dakota,,MRO,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
304,February,2021-02-14,20:00:00,02/18/2021,09:28:00,13.466666666666665,3000,,Nebraska,,MRO,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
304,February,2021-02-14,20:00:00,02/18/2021,09:28:00,13.466666666666665,3000,,Kansas,,MRO,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
304,February,2021-02-14,20:00:00,02/18/2021,09:28:00,13.466666666666665,3000,,Oklahoma,,MRO,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
304,February,2021-02-14,20:00:00,02/18/2021,09:28:00,13.466666666666665,3000,,Texas,,MRO,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
305,February,2021-02-14,19:05:00,,,,,,Missouri,,SERC,Severe Weather,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
305,February,2021-02-14,19:05:00,,,,,,Kansas,,SERC,Severe Weather,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
306,February,2021-02-14,20:32:00,,,,0,0,Nebraska,Lancaster County,MRO,Severe Weather,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
307,February,2021-02-14,18:00:00,02/16/2021,22:00:00,3.999999999999999,0,0,Missouri,Jasper County,SERC,Severe Weather,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
308,February,2021-02-15,01:20:00,02/18/2021,00:42:00,23.366666666666664,,,Texas,Hidalgo County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
308,February,2021-02-15,01:20:00,02/18/2021,00:42:00,23.366666666666664,,,Texas,Cameron County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
309,February,2021-02-15,01:20:00,02/18/2021,00:02:00,22.7,4966,1390000,Texas,Harris County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
310,February,2021-02-15,16:00:00,02/15/2021,18:34:00,2.566666666666668,0,0,Texas,Travis County,TRE,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
311,February,2021-02-15,00:00:00,,,,500,,Texas,,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
312,February,2021-02-15,05:36:00,,,,300,,Texas,,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
313,February,2021-02-15,13:00:00,02/20/2021,10:00:00,21.000000000000004,,175000,Texas,,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
314,February,2021-02-15,01:54:00,02/17/2021,23:56:00,22.033333333333335,524,,Texas,,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
315,February,2021-02-15,01:20:00,02/19/2021,09:00:00,7.666666666666666,7214,,Texas,,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
316,February,2021-02-15,15:00:00,02/19/2021,10:00:00,19.0,,,Louisiana,,SERC,Severe Weather,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
317,February,2021-02-15,02:51:00,02/19/2021,09:00:00,6.1499999999999995,,219306,Texas,Travis County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
318,February,2021-02-15,01:54:00,02/19/2021,09:00:00,7.1,724,,Texas,Travis County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
319,February,2021-02-15,03:06:00,,,,,154000,Texas,Bexar County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
320,February,2021-02-15,05:27:00,02/18/2021,08:18:00,2.8500000000000014,,,Texas,,TRE,Severe Weather,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection."
321,February,2021-02-15,01:23:00,02/19/2021,05:30:00,4.116666666666667,,,Texas,,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
322,February,2021-02-15,08:50:00,02/18/2021,09:30:00,0.6666666666666656,,,Kansas,,MRO,Severe Weather,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
323,February,2021-02-15,07:00:00,02/18/2021,09:00:00,1.9999999999999996,0,0,Oklahoma,,MRO,Fuel Supply Deficiency,Fuel supply emergencies that could impact electric power system adequacy or reliability.
324,February,2021-02-15,19:48:00,02/18/2021,10:30:00,14.7,0,,Oklahoma,Kay County,MRO,Fuel Supply Deficiency,Fuel supply emergencies that could impact electric power system adequacy or reliability.
325,February,2021-02-15,10:24:00,02/18/2021,09:52:00,23.46666666666667,116,29942,Texas,Lubbock County,TRE,Severe Weather,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
326,February,2021-02-15,18:00:00,02/15/2021,23:55:00,5.916666666666667,,,Texas,,TRE,Severe Weather,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
327,February,2021-02-15,05:40:00,02/16/2021,13:11:00,7.516666666666667,800,,Texas,,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
328,February,2021-02-15,06:45:00,,,,,,Texas,,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
328,February,2021-02-15,06:45:00,,,,,,Arkansas,,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
329,February,2021-02-15,05:00:00,02/17/2021,16:00:00,10.999999999999998,,,Arkansas,Pulaski County,SERC,Severe Weather,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
330,February,2021-02-15,17:00:00,02/15/2021,22:59:00,5.983333333333333,,,Mississippi,,SERC,Severe Weather,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Austin County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Bastrop County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Burleson County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Caldwell County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Colorado County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Fayette County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Gonzales County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Guadalupe County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Hays County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Lee County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Milam County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Travis County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Washington County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
331,February,2021-02-15,07:52:00,02/17/2021,14:15:00,6.383333333333333,107,25000,Texas,Williamson County,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
332,February,2021-02-15,06:51:00,02/16/2021,13:19:00,6.466666666666668,350,200000,Oklahoma,,MRO,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
333,February,2021-02-15,18:00:00,02/15/2021,23:59:00,5.983333333333333,,,Louisiana,,SERC,System Operations,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
334,February,2021-02-15,18:00:00,02/15/2021,23:59:00,5.983333333333333,,,Texas,,TRE,Severe Weather,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
335,February,2021-02-15,14:00:00,02/15/2021,18:00:00,3.999999999999999,,,Louisiana,,SERC,Fuel Supply Deficiency,Fuel supply emergencies that could impact electric power system adequacy or reliability.
336,February,2021-02-15,01:20:00,,,,360,72000,Texas,,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
337,February,2021-02-15,12:18:00,02/15/2021,13:22:00,1.0666666666666655,,,Missouri,,SERC,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
337,February,2021-02-15,12:18:00,02/15/2021,13:22:00,1.0666666666666655,,,Kansas,,SERC,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
338,February,2021-02-15,10:00:00,,,,613,,Nebraska,Lancaster County,MRO,Fuel Supply Deficiency,Fuel supply emergencies that could impact electric power system adequacy or reliability.
339,February,2021-02-15,09:10:00,,,,0,0,Texas,Randall County,TRE,Severe Weather,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
340,February,2021-02-15,05:36:00,,,,300,,Texas,,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
341,February,2021-02-15,00:00:00,,,,500,,Texas,,TRE,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
342,February,2021-02-16,07:03:00,02/20/2021,22:00:00,14.949999999999998,,222000,Kansas,,MRO,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
342,February,2021-02-16,07:03:00,02/20/2021,22:00:00,14.949999999999998,,222000,Missouri,,MRO,Severe Weather,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
343,February,2021-02-16,18:19:00,,,,,,Arkansas,,SERC,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
344,February,2021-02-16,17:45:00,02/16/2021,19:15:00,1.5,0,0,Texas,Travis County,TRE,System Operations,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
